,emotion_id,emotion,emotion_en,talkbacks
204,5,"עצב, צער",sadness," אתי  פעם אהבתי לקרוא את הכתבות שלך.
ישראל האהובה שלנו הפכה בתוך חודש לדיקטטורה. קיבלתי הצעה לרילוקיישן לפני חצי שנה וסרבתי כי רציתי שילדי הקטנים יגדלו כאן. כשהעולם יחזור לשגרה אעזוב ללא היסוס"
207,3,"חשש, פחד",fear,קורונה בגן ילדים בתל אביב: אשת צוות בגן ילדים בתל אביב חלתה בקורונה | מקרים חדשים גם ברחובות ובני ברקhttps://rotter.net/forum/scoops1/629709.shtml …
208,6,"סלידה, אי אמון",disgust," נמאסתם הרסתם את המדינה ואותנו לשחרר את כולם.
אין ספק בכלל. מי שמקורב לצלחת הרוויח בכל הסיפור הזה. שום וועדת חקירה לא תצליח לתקן את הביזיון ההולך ומתמשך במדינת הקומבינות"
210,0,"ציפייה, הבעת עניין",expectation, רקק 40000! כי האחרים או מזלזלים או שכלל לא יודעים כי לא נבדק 
213,6,"סלידה, אי אמון",disgust," חבורת בטלנים..עובדים 3 חודשים בשנה וגם זה מעייף אותם...
במקרה הזה המורים לא צודקים, יש המון עובדים בתחומים אחרים שחשופים לעשרות ומאות אנשים מידי יום"
215,0,"ציפייה, הבעת עניין",expectation," אשמח לארח לחג.
ניסיתי לעזור פניתי לכל מיני גורמים לא מצאתי כל פתרון אולי אפשר לעשות מימון המונים עבור חיילים בודדים??? דרך אגב החיילת ממשפחה חרדית מעל 10  נפשות  והחייל יתום מאב ואם"
218,6,"סלידה, אי אמון",disgust," רעדו לו הדרגות מפחד .
איזה פחדנים יש לנו בתור אלופים זה מפחידלהאשים מכ במה שקרה, ולגרום  לזה שאנשים לא ידווחו על דברים כאלה מאוד הגיוני..."
220,3,"חשש, פחד",fear,הגל השני כבר כאן. לפחות לגבי המבודדים. פתיחת גני הילדים הביאה היום לגל ענק של חשיפה לנבדקים שנמצאו היום חולי קורונה. מאות ילדים נשלחו לבידוד - דבר שמשליך מיד על כל המשפחה מסביב - והיום הארוך עוד לפנינו.
221,5,"עצב, צער",sadness," לא מאמין לאף מילה של משרד הבריאות, עובדים עלינו בגדול!!!!.
למה מנכל משרד הבריאות מסביר איך ליצר מסכות מבד???????גם הוא ילך עם כאלה???? יש כאן זלזול בחיי אדם....אין מסכות!אין בדיקות!!!!!!אין ממשלה !!! אין מדינה!!!!יש רק רופאים וצוות רפואי מעולים!!!!!זה המזל...."
223,3,"חשש, פחד",fear," נראים די חובבנים.
טוב לא עלה באש או סתם לא רוצה לחשוב בכלל על עוד אפשרויות "
225,4,"הפתעה, תדהמה",surprise," מנות קרב? צבא ברחובות? אתם נורמלים?.
כל הפרופסורים כנראה פוחדים על הפשלה שהם יעמדו לועדת חקירה...השתגעת גרוטו מנות קרב? מה אתה דפוק"
229,0,"ציפייה, הבעת עניין",expectation," הקורונה הגיחה לעולם ללמדנו שאין אלוהים .
הכי לא נכון זה להכניס נגיפים לבית חולים... כל מוחלשי המערכת החיסונית שם, איפה הראש?- רק מי שמצבו מתדרדר שיכנס לבית חולים מבודד שמוכשר לטיפול מבודד"
232,3,"חשש, פחד",fear," הצחקתם אותנו. גנים לא יפתחו כי ההורים לא מטומטמים וגם הגננות.
את הימין כמובן...יש מגיפה לא רק בישראל אלא בכל העולם תנו למשרד הבריאות להשפיע שלא נחסור אחורה עם הידבקויות חדשות ומוות"
234,6,"סלידה, אי אמון",disgust," דרוטו, פרופסור למה אתה??.
לפחות הרופא היחיד בצוות שמבין לא כמו הכוכב עם השועל על הראש שלא למד 8 שנים"
236,6,"סלידה, אי אמון",disgust," אבל אמרו שקורונה זה לא שפעת.
מורידים הגבלות רק בגלל לחץ כלכלי /לחץ מהאנשים והעתקה מאירופה
לא באמת בגלל הנתונים - כי הם רק עולים 
הקורונה פה חזק ! והיא פה להשאר 
אחרי הורדת ההגבלות אלפי נדבקים חדשים 
מדינת חלם זה כאן"
238,3,"חשש, פחד",fear," עם היסטרי.
לא מבינה את כל אלו שלא רואים משפחה אבל פתאום יוצאים לקניות.תשארו בבית הקניות זה מה שחשוב לכם???מנסים לשמור עליכם חיים אז אתם הולכים וממתינים בטור לסופר שזה מקום עם אחוזי הדבקה בין הגבוהים ביותר אם לא הכי מדבק."
241,6,"סלידה, אי אמון",disgust," כץ באמת - אתה המומחה ? זה נגיף לא טיפול במבריחת סמים.
"
242,6,"סלידה, אי אמון",disgust," אני פשוט לא מאמין. חצופים ברמה בלתי מתקבלת על הדעת.
נמאס שכל הזמן הישראלים מכניסים את עצמם לצרות והמדינה צריכה להציל. היה ידוע כבר הרבה זמן על המגיפה הזאת והיה הרבה זמן לחזור. לא חייבים לכם כלום. תלמדו מהשאננות. "
244,0,"ציפייה, הבעת עניין",expectation," אל תבואו לישראל תעשו טובה לא רוצים כאן מחלות..
תהיי קצת ממלכתית במקום להתפאר שברחת בזמן אבל מצד שני אם כזה גוף נסלח לך על הכל"
245,0,"ציפייה, הבעת עניין",expectation," מרגש עד דמעות.
אישה מיוחדת במינה. מחאת אוםטימיות ושמחת חיים ששמה לה למטרה להנציח את הניצולים וזכר השואה. עד היום מלווה משלחות תלמידים ונוער לפולין. שנזכה ללכת באטרה הגדול. מוגדי היקרה מאחלים לך אריכול ימים ושנים ושתרווי הרבה שמחות ונחת"
246,0,"ציפייה, הבעת עניין",expectation," אכלנו אותה.
על הפנים מה שקורה כאןממליץ בחום להבין את המצבלא כדאי להתרגשלמרות שטכלס אכלנו אותה"
250,0,"ציפייה, הבעת עניין",expectation," חג שמח לכולם ,מי יתן ובמהרה נשוב לשגרה הברוכה ושנדע ימים טוב "
253,6,"סלידה, אי אמון",disgust," אלוקים שילם לכם. רציתם ללכת עם טרורויסטים? אפסים.
ליברמן עזוב בבקשה על תכתוב יותר לא בא לנו לשמוע ממך כלום שתחרר עם הכתבות שלך מכל הערוצים והרשתות אתה כבר לא מענין אף אחד "
254,6,"סלידה, אי אמון",disgust," מדינת מקרטון אין משרד ממשלה מתפקד טוב כמו בעזה בדיוק.
המילה חולה אינה המילה הנכונה. מדובר על כאלו שנדבקו רובם יעברו את ההדבקה ללא מחלה ויהיו מחוסנים לוירוס."
255,6,"סלידה, אי אמון",disgust," לביבי כיסחתם תצורה.
מה קשורה הידיעה הזאת עכשיו? להקדים תרופה למכה או יותר נכון לאיזו תמונת אינסטוש שתפורסם? דינו של נתניהו נחרץ בעניין הסדר עם בנו, אבל לנשיא שלנו (שנראה בריא כמו שור) קמו סניגורים מראש."
256,7,"זעם, כעס",anger," משרד החינוך טוען שהפירסום שלכם הוא פרשנות בלבד .
נגיף קורונה חדש, שהגוף לא התמודד איתו מעולם, לא סתם סין שמה בהסגר ערים של מיליונים. רעב לא מדבק! השוואה טיפשית. נראה איך תהיה הפרופורציה שלך כשהמשפחה שלך תחלה."
257,6,"סלידה, אי אמון",disgust," אין סיבה לבטל הכיתות קטנות.
אמנם אף אחד לא יוכל לחזות מתי יסתיים סיפור הקורונה.אולם עם נקיטת הצעדים האחרונים למניעת התפשטותה ובמיוחד אם יהייה שינוי בהנגשת הבדיקות להימצאות הוירוס ,אפשר לקבוע מועד מתוכנן לתום אפריל תחילת מאי ."
258,7,"זעם, כעס",anger, אם לא ישחררו את החבל אז נקרע אותו - אנחנו לא כלבים 
259,6,"סלידה, אי אמון",disgust," די, לא לדבר יותר לאבנים, מאוד מאוד מגוחך כל זה.
עד שלא יהיה בית המקדש ה-3 אסור יהיה להתקרב אל הכותל?"
260,6,"סלידה, אי אמון",disgust,"נכון מאוד. בתי החולים מדווחים על אבדן הכנסה של מיליארדים בגלל ביטול ניתוחים אלקטיבים (ועוד). לעומת זאת, הם מקבלים כסף על כל חולה קורונה... וראה איזה פלא יותר מתים מקורונה ופחות מסיבות אחרות."
261,1,"שמחה, התלהבות",happy," זה לא פייק.
תמשיכו להילחם למען כולנו לעולם טוב יותר ונקי מקרינה- חלוםם של ממש"
268,3,"חשש, פחד",fear," בשביל מה אנחנו יושבים בבית אם לא דואגים לקשישים?.
חולי בית האבות. ירו בכם.
הצמרת הפוליטית ומשרד הבריאות פושעים.
יודעים להטיל סגר על אזרחים.
אבל לא יודעים לדאוג לעם מסיכות. אלכוגל.כמובן בתשלום.
לא יודעים מה שמדינות רבות למדו בדיקות. בדיקות."
272,6,"סלידה, אי אמון",disgust,"  y net .
זה הכל קשור לביג פארמה, הם מפיצים נגיף או עושים מחלה, מפחידים את כל העולם כי ""אין חיסון""אחרי זה יגלו פתאום יש חיסון ומי יעשה מלא כסף?, חברות התרופות כמובן.אל תגידו לא ידעתי."
