,motion_id,emotion,emotion_en,talkbacks
203,4,עצב,sadness,"אני מרגיש עכשיו כל כך לא בנוח עם כולם, אני מניח שזה אני"
204,1,פחד,fear,אני מרגיש די רגוע עד כה לגבי כל תהליך ריפוי של פצעים שעשוי לצאת לדרך
205,4,עצב,sadness,אני תוהה לפעמים אם רק הוספתי לאנטגוניזם ולאי ההבנה שיש לאנשים רבים כלפי אלו מאיתנו שחשים חוסר רצון לתמוך בלב שלם בזכרונות יום שביתת הנשק המסורתיים
206,0,כעס,anger,הרגליים שלי היו מרגישות חרא לכמה קילומטרים אבל היו מסתובבים כמו תמיד
207,4,עצב,sadness,אני יודע שזו תגובה לא הוגנת אבל נגמרו לי הדרכים להסביר איך אני מרגיש מזועזע זה הכי טוב שאני יכול להמציא עכשיו
208,2,שמחה,joy,אני באמת מרגיש כל כך מבורך על התמיכה שיש לי בבית שזה מדהים
209,0,כעס,anger,"אני מרגישה התעללות ומושמצת, אבל בעיקר עייפה מהתחושה העצבית שמצפה לסכנה"
210,4,עצב,sadness,אני מרגיש די חסר מנוחה עכשיו בזמן ההקלדה
211,2,שמחה,joy,"אני יודע שגוסמן הוא מקום תיירותי ללכת אליו אם אתה באזור מונטוק, אבל מבקרים נדירים באזור זה רוצים להגיע לשם אל הנמל, מרגישים את ההתפלפלות העדינה של השחפים חורקים מים על עמודי העצים ובריזה מרגיעה שנכנסת החוצה. מים"
212,0,כעס,anger,אני חייב להודות שהכרטיסים האלקטרונים המצחיקים האלה הם ברצינות בדיוק איך שאני מרגיש אני כל כך לחוץ שאני מרגיש בכל רגע שאני יכול להתחיל איתו
213,0,כעס,anger,כתבתי בשנה שעברה כשהרגשתי יותר משעמם וחסר ביטוי מהרגיל
214,3,אהבה,love,אני מכניס את עצמי להילוך אבל אני פשוט מרגיש עצבני בלי שום מוטיבציה
215,1,פחד,fear,אני מרגיש כילד רגשות תמימים הממחישים א
216,2,שמחה,joy,יש לי את הסיפוק להרגיש שאני כבר לא תומך או תורם לצרכנות מונעת הבוזז שעשתה גופה מהלכת מאמריקה שכל כך הערצתי כשהייתי צעיר יותר
217,3,אהבה,love,אני אתחיל לחוש ממורמר
218,0,כעס,anger,אני אבלה את החופשה שלי עליי בלי התחייבויות בלי כאבי ראש בלי הרגשה שסוחטים אותי רגשית להיות שלושה מקומות בבת אחת
219,5,הפתעה,surprise,אני מרגיש שההרפס מגיע אני אופתע מאוד בשלב זה אם אצליח לצאת שוב אחרי הבדיקה שלי במרפאה ביום רביעי
220,3,אהבה,love,אני מרגיש כל כך דפוק כמו כל יום בחיי
221,1,פחד,fear,עבדתי קשה כל השנה כדי לנסות לגרום לכל ילד בכיתה להרגיש שהוא מוערך
222,0,כעס,anger,אני מרגיש מיואש מהמילים שלי לאחרונה
223,3,אהבה,love,לא הרגשתי שאני כלבה בזמנו אבל בדיעבד למה הוא לא יחשוב שאני מנסה להתנער ממנו
224,1,פחד,fear,אני עדיין מנחש את עצמי ועדיין קשה לי לקבל החלטות סופיות אבל יש אמיתות מסוימות שאני כן יודע על עצמי ואני מרגיש בטוח על ידי האמיתות האלה
225,1,פחד,fear,אני לא מרגיש כמו בנדיקט ביצים יהיה לי משהו טעים באותה מידה
226,1,פחד,fear,אני מרגישה את הדרך שלי וסומכת על עצמי
227,1,פחד,fear,אני מרגישה בהשראת כל האלמנטים הקיציים של החוף האהוב עלי בעבר
228,1,פחד,fear,אני יכול להרגיש שהיא חייכה אני אוהב אותך אפילו יותר מדהים
229,0,כעס,anger,"אני ממשיך להגדיר ולגלות מה יכול להיות הבית כאן באמסטרדם בכל פעם שאני מרגיש כאב של מחלה ריקה, זה יותר תואם את החמצה התרבותית של חיי העיר האמריקאית, ששונה בהרבה מהלך הרוח התרבותי של אמסטרדם"
230,1,פחד,fear,אני עושה ארקייד יש לי מטרה מאוד פשוטה והיא לנסות לגרום לזה להרגיש בנוח פיזית רגשית מבחינה מעשית לחלוטין
231,2,שמחה,joy,אני לא יכול להגיד שאני מרגיש כל כך סימפטי
232,1,פחד,fear,הרגשתי להוט יתר על המידה וקפצתי על הצינור כדי לנסוע בעין לונדון
233,0,כעס,anger,אני נכנס לאינטרנט ואני רואה חבר מדבר עם אחד אחר ואינו מדבר איתי אני מרגיש שמתעלמים ממנו אני מרגיש לא אהוב
234,3,אהבה,love,אני לא עוקב אחר מה שיש לי להגיד על שום דבר אם אי פעם נתקלת באחד מהבלוגים שלי ותרגיש פגוע בבקשה אל תעצור כאן שוב
235,5,הפתעה,surprise,אני מרגיש שזה כל כך מוזר שהיה לי סרטן באותה פעם
236,1,פחד,fear,אני רוצה להרגיש בטוח וטוב ושאולי רק אולי יש סיכוי קטן שלי אני יכול להרגיש שמחה והחלומות שלי יכולים להתגשם
237,3,אהבה,love,אני מרגיש עצבני
238,1,פחד,fear,אני גם חושב שזה תמוה שאחרי שהמנהל המסוים הזה ציין אותי לשבחים על היכולת שלי לגרום לתלמידים שלי לקרוא שהוא מרגיש שזמן ssr אינו שימוש פרודוקטיבי של זמן השיעור
239,2,שמחה,joy,ניסיתי למלא את זה על ידי התיידדות עם אנשים שידעתי שהם משתמשים רק בי אבל לא היה לי אכפת כי הייתי צריך להרגיש מקובל גם אם זה היה על ידי איזה מפסיד גמור
240,0,כעס,anger,אני מרגיש לחוץ תמיד
241,0,כעס,anger,אני זוכר שהרגשתי עוד התכווצות אבל גם התעלמתי מזה
242,1,פחד,fear,אני מקווה שאני מרגיש רך ניזון היטב ישנתי בשלווה עם עצמי בתוך העולם החיצוני הזה
243,0,כעס,anger,למדתי גם שצריך הרבה מאמץ וחשיבה חיובית כדי שלא לפרוץ בבכי על הרגשת עייפות ואשמה על כך שאינני אמא טובה יותר
244,0,כעס,anger,אני מרגישה נורא כי בילינו עם חברה שלי והתינוק החדש שלה יום קודם לכן
245,1,פחד,fear,אני מרגיש מאוד רגוע ובסדר
246,0,כעס,anger,אני מרגיש את הסבל ואני באמת מרגיש את הכאב
247,1,פחד,fear,אני הולך לישון אני מרגיש כאילו אני מוותר על זמן יקר כדי לעשות משהו אחר עם החיים שלי
248,1,פחד,fear,אני מרגיש כאילו הזנחתי את הבלוג של אמא שלי האהובה
249,1,פחד,fear,אני אגיד שעשינו כי הרגשתי משהו כשהוא כתב כמה הוא מעוניין ב-xxx
250,4,עצב,sadness,אני פשוט מרגיש מבועת כאילו אני על קצה תהום בוהה קדימה
251,0,כעס,anger,אני מרגיש שמבחנים חסרי אובדן לגמרי באו והלכו ועכשיו יש לי חמישה חודשים שלמים לפניי בלי אוניברסיטה וזמן פנוי
252,3,אהבה,love,אני כועס על כך שתומכי הזכות לחיים יכולים ואומרים לי איך לחיות ולמות באמצעות שתדלנות ותמיכה באותם פוליטיקאים שאוהדים את דעותיהם
253,0,כעס,anger,אני מרגיש כאילו התעללו בי בדרך כלשהי
254,3,אהבה,love,אני עדיין שם לב אבל אני מרגיש מוסח
255,2,שמחה,joy,"התחלתי את הבלוק השלישי בהרגשה חמה וקר ועקצוץ בו זמנית בידיעה שעדיין יש לי חמש שעות של בדיקה לפניי, ואין לי מושג אם משהו מזה יעשה טוב"
256,1,פחד,fear,אני מהסס להציע הצעות כי אני מרגיש כאילו התוצאה לא תהיה כנה
257,2,שמחה,joy,אני לא ממש אוהב את הרוב בזמן הזה בדיוק
258,0,כעס,anger,אני יכול להרגיש את עצמי משיג שליטה על היבטי הסחורות הפגומות של הביטחון האישי שלי
259,1,פחד,fear,"הייתי שהפצצתי את הראיון הראשון, יצאתי מהראיון השני בהרגשה שדי מעריצה מטורפת"
260,1,פחד,fear,אני חושב שלקח לנו כל כך הרבה זמן לבנות מלאי טוב של רטבים שמנים תבלינים ופריטים אחרים שאינם מתכלים כדי להרגיש שיש לנו הזדמנות להכין משהו טעים מבלי שנצטרך לצאת במיוחד ולקנות כל פריט במתכון
261,1,פחד,fear,"עכשיו אני מרגיש שאני יכול לייעץ לאבות אחרים שילדיהם יהפכו בקרוב לבני נוער, זה לא מגניב להגיע לבית הספר התיכון של ילדך כדי לאסוף אותם במחסן מסריח עם צמחים שיוצאים מהחלונות"
262,0,כעס,anger,"אני מרגיש קורבן מהגרר על המדינה שלנו עם ראש בחול מסורתיים, אני מהסס לקרוא להם שמרנים מחשש להעליב ישרים של אלוהים שמרנים שעדיין חושבים שהעולם נברא לפני שנים ושדברים כמו שרידי שלד הם סוג של מתיחה"
263,1,פחד,fear,"אני ארגיש בר מזל לקרוא לכל אחד מהחומרים והערכות באתר שלך שלי, הם פשוט מאוצרים להפליא"
264,0,כעס,anger,"הייתי בשביל הדם שלי, מה שהוכיח שהסיבה שהרגשתי כל כך רדום ושטויות הייתה שחסר לי ברזל אז עכשיו רשמו לי טבליות ברזל"
265,3,אהבה,love,יש לי מוח משלי ואני מרגיש שהמוח שלי מסוכן לחיי
266,2,שמחה,joy,אני מרגיש שאני אוהב את כולם או לפחות אני רחמן כלפי אחרים
267,0,כעס,anger,אני מרגיש כאילו צריך להעניש אותי על שהזנחתי אותך
268,2,שמחה,joy,אני מרגיש שזה פשוט לא לוכד את היופי של הלק המקסים הזה
269,0,כעס,anger,אני מרגיש שאיבדתי כמה מהשורשים העיקריים שלי אני מרגיש פחות בטוח מבחינה כלכלית וחברתית
